idioma,Opciones,Tematica,ground truth,ano,Nivel,response Gemini 2.0 Flash,response Gemini 2.0 Flash Lite,response Llama 3.2 11B Vision Instruct,response Llama 3.2 90B Vision Instruct,response Pixtral-12B,response Pixtral Large,response Qwen-VL 72B,response GPT-4o,response Qwen-VL 7B,resultado_respuesta_general,resultado_respuesta_final,resultado_respuesta_A,resultado_respuesta_B,resultado_respuesta_C,resultado_respuesta_D,resultado_respuesta_E
frances,A) 1 B) 2 C) 3 D) 5 E) 8,Lógica y Razonamiento Visual,C,2016,5,C,C,A,E,E,No Answer,C,B,E,B,B,False,True,False,True,False
frances,A) 0 B) 1 C) 2 D) 5 E) 6,Álgebra y Aritmética Visual,D,2015,1,D,D,No Answer,E,E,D,D,D,D,D,D,False,True,True,True,True
frances,A) [option A] B) [option B] C) [option C] D) [option D] E) [option E],Geometría y Figuras,E,2015,1,A,A,No Answer,E,E,E,B,D,E,E,E,False,False,False,True,True
frances,A) 2 B) 4 C) 6 D) 8 E) 9,Combinatoria y Probabilidad,C,2015,1,D,D,No Answer,A,D,B,D,D,E,D,D,False,False,,True,True
frances,A) 5 B) 6 C) 7 D) 8 E) 9,Patrones y Secuencias,D,2015,1,No Answer,E,No Answer,A,B,No Answer,C,E,B,E,E,False,True,True,True,True
frances,A) B) C) D) E),Lógica y Razonamiento Visual,B,2015,2,No Answer,D,No Answer,E,C,D,D,D,A,E,A,False,False,False,False,
frances,A) 16 cm B) 18 cm C) 20 cm D) 24 cm E) 28 cm,Combinatoria y Probabilidad,B,2015,2,A,C,No Answer,No Answer,C,A,B,A,B,B,B,False,True,True,False,False
frances,A) 4 cm B) 6 cm C) 8 cm D) 12 cm E) 14 cm,Patrones y Secuencias,A,2015,2,A,A,B,E,B,A,A,A,B,E,C,False,False,True,True,True
frances,A) en bleu seulement B) en vert seulement C) en rouge seulement D) plusieurs couleurs sont possibles E) aucun coloriage ne permet de compléter la figure,Combinatoria y Probabilidad,B,2015,3,C,C,No Answer,A,No Answer,No Answer,C,C,C,D,D,False,True,True,True,False
frances,A) 2√5 B) √10 + √2 C) 2 + 2√2 D) 4√2 E) 6,Patrones y Secuencias,C,2015,4,C,C,No Answer,D,B,E,C,C,E,C,C,False,False,True,True,False
frances,A) 4 B) 5 C) 6 D) 7 E) 8,Lógica y Razonamiento Visual,B,2015,4,No Answer,C,E,C,C,A,C,No Answer,E,E,E,True,True,True,True,True
frances,A) a B) b C) c D) d E) e,Patrones y Secuencias,D,2015,4,D,D,A,No Answer,D,D,D,C,C,D,D,False,False,True,True,True
frances,A) B) C) D) E),Geometría y Figuras,D,2015,5,No Answer,D,No Answer,E,D,E,C,B,C,A,A,True,False,True,True,True
frances,A) –3 B) –5 C) –8 D) –16 E) aucun car c'est impossible,Patrones y Secuencias,E,2015,5,No Answer,E,E,B,C,E,E,A,E,E,E,True,True,True,True,True
frances,A) √6 B) 3 C) 3√3/2 D) 2√2 E) 6,Álgebra y Aritmética Visual,A,2015,5,A,A,No Answer,E,D,E,A,D,C,A,A,True,True,True,True,True
frances,A) a B) b C) c D) d E) aucun des quatre,Lógica y Razonamiento Visual,B,2015,5,A,A,A,B,B,C,C,E,B,B,B,True,True,True,True,True
frances,(A) 1 et 4 (B) 3 et 5 (C) 2 et 4 (D) 2 et 5 (E) 3 et 4,Patrones y Secuencias,A,2014,1,B,A,E,D,C,B,A,B,D,A,A,True,True,True,True,True
frances,(A) 15 (B) 17 (C) 19 (D) 21 (E) 23,Patrones y Secuencias,D,2014,1,D,No Answer,No Answer,D,No Answer,D,D,D,E,D,D,False,True,True,True,True
frances,(A) [carreau A] (B) [carreau B] (C) [carreau C] (D) [carreau D] (E) [carreau E],Combinatoria y Probabilidad,B,2014,1,B,No Answer,B,A,D,A,B,D,B,D,D,False,False,False,True,True
frances,(A) 18 (B) 19 (C) 20 (D) 21 (E) 22,Patrones y Secuencias,D,2014,1,D,D,No Answer,C,E,D,C,No Answer,C,D,D,False,True,True,True,False
frances,(A) [pieza gris] (B) [pieza negra] (C) [pieza diagonal] (D) [pieza diagonal] (E) il est impossible d'obtenir des aires grises et noires égales,Geometría y Figuras,E,2014,2,B,C,No Answer,E,C,C,C,C,C,B,B,False,True,True,True,True
frances,(A) 12 (B) 14 (C) 16 (D) 18 (E) 20,Geometría y Figuras,E,2014,3,No Answer,No Answer,No Answer,A,B,B,C,C,B,B,C,False,True,True,False,False
frances,(A) 7 (B) 8 (C) 9 (D) 10 (E) cela ne se produira jamais,Combinatoria y Probabilidad,E,2014,3,No Answer,A,No Answer,A,B,E,B,E,E,C,C,False,False,True,False,False
frances,(A) 30° (B) 45° (C) 60° (D) 75° (E) 90°,Lógica y Razonamiento Visual,C,2014,3,D,No Answer,No Answer,C,C,No Answer,C,A,C,C,C,False,False,True,True,False
frances,(A) 94° (B) 90° (C) 88° (D) 84° (E) 82°,Combinatoria y Probabilidad,D,2014,4,No Answer,E,A,E,D,A,D,No Answer,D,D,D,False,False,True,True,True
frances,(A) 4 (B) 5 (C) 6 (D) 9 (E) 10,Geometría y Figuras,D,2014,4,A,B,A,C,C,C,C,D,E,E,E,False,True,True,True,True
frances,(A) 2 (B) 3 (C) π (D) 4 (E) 8,Combinatoria y Probabilidad,D,2014,5,A,A,C,E,C,A,A,A,A,A,A,True,True,False,True,True
frances,(A) [dibujo A] (B) [dibujo B] (C) [dibujo C] (D) [dibujo D] (E) [dibujo E],Combinatoria y Probabilidad,E,2014,5,A,E,No Answer,E,E,E,B,A,A,A,A,False,False,False,False,False
ingles,(A) First pattern (B) Second pattern (C) Third pattern (D) Fourth pattern (E) Fifth pattern,Lógica y Razonamiento Visual,D,2018,6,C,No Answer,C,A,C,No Answer,E,C,A,A,A,True,True,True,True,True
ingles,(A) First path (B) Second path (C) Third path (D) Fourth path (E) Fifth path,Combinatoria y Probabilidad,E,2018,6,D,A,A,C,A,D,B,A,A,A,A,True,True,True,True,False
ingles,(A) A (B) B (C) C (D) D (E) C or D,Geometría y Figuras,A,2018,6,E,A,B,D,E,A,D,D,E,A,A,True,False,False,False,False
ingles,(A) First picture (B) Second picture (C) Third picture (D) Fourth picture (E) Fifth picture,Combinatoria y Probabilidad,B,2018,6,C,C,E,C,C,A,C,C,D,A,A,True,True,True,True,True
ingles,(A) 2 (B) 3 (C) 4 (D) 5 (E) 6,Combinatoria y Probabilidad,E,2018,6,C,No Answer,No Answer,D,E,E,E,A,E,E,E,False,False,False,False,True
ingles,(A) 20 cm (B) 21 cm (C) 22 cm (D) 23 cm (E) 25 cm,Lógica y Razonamiento Visual,B,2018,6,D,A,No Answer,E,E,No Answer,E,A,A,E,E,False,False,False,False,False
ingles,(A) 2 (B) 3 (C) 4 (D) 5 (E) 6,Geometría y Figuras,E,2018,1,D,B,No Answer,D,A,D,B,E,B,B,B,False,True,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Geometría y Figuras,E,2018,1,A,E,No Answer,E,E,A,B,C,C,E,E,False,False,False,False,False
ingles,(A) 5 (B) 6 (C) 7 (D) 9 (E) 10,Álgebra y Aritmética Visual,B,2018,1,B,D,C,C,C,D,B,B,E,E,A,False,False,False,False,True
ingles,(A) First image (B) Second image (C) Third image (D) Fourth image (E) Fifth image,Patrones y Secuencias,D,2018,1,C,E,No Answer,E,No Answer,D,E,E,A,E,A,False,False,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Patrones y Secuencias,D,2018,1,D,E,A,E,E,No Answer,C,D,A,B,B,False,False,False,False,False
ingles,(A) 5 (B) 6 (C) 7 (D) 8 (E) 9,Geometría y Figuras,B,2018,1,E,A,D,C,C,A,C,A,C,D,D,False,False,False,False,False
ingles,(A) A (B) B (C) C (D) D (E) E,Patrones y Secuencias,D,2018,1,E,E,E,E,E,D,E,E,E,E,E,False,False,False,False,False
ingles,(A) Eye symbol (B) Sun symbol (C) Atom symbol (D) Wavy lines symbol (E) Fish symbol,Lógica y Razonamiento Visual,A,2018,1,A,E,B,A,C,D,D,B,E,C,C,False,False,True,False,True
ingles,(A) 4 cm (B) 8 cm (C) 10 cm (D) 16 cm (E) 20 cm,Combinatoria y Probabilidad,B,2018,1,B,B,No Answer,C,B,B,B,B,B,E,E,False,False,False,False,False
ingles,(A) all 7 numbers (B) only odd numbers (C) only even numbers (D) the number 4 (E) the numbers 1 or 7,Lógica y Razonamiento Visual,E,2018,1,A,A,A,E,E,D,D,A,B,E,B,False,False,False,False,False
ingles,(A) A (B) B (C) C (D) D (E) E,Geometría y Figuras,B,2018,2,A,C,C,B,C,B,C,E,A,D,B,False,False,False,False,False
ingles,(A) 8 cm (B) 10 cm (C) 12 cm (D) 14 cm (E) 16 cm,Geometría y Figuras,C,2018,2,No Answer,D,No Answer,D,E,D,B,D,B,C,C,False,False,False,False,False
ingles,(A) 8 (B) 9 (C) 12 (D) 13 (E) 15,Álgebra y Aritmética Visual,D,2018,2,No Answer,No Answer,C,E,A,A,D,No Answer,E,E,E,False,False,False,False,False
ingles,(A) 2 (B) 3 (C) 4 (D) 5 (E) 6,Lógica y Razonamiento Visual,A,2018,2,B,A,E,A,B,C,B,B,C,B,B,False,False,False,False,False
ingles,(A) A (B) B (C) C (D) D (E) The total area of the black parts is always equally big.,Geometría y Figuras,E,2018,2,E,E,D,D,D,E,E,E,C,E,E,False,False,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Álgebra y Aritmética Visual,E,2018,2,A,No Answer,D,No Answer,E,E,C,B,E,A,A,False,False,False,False,False
ingles,(A) First position (B) Second position (C) Third position (D) Fourth position (E) Fifth position,Patrones y Secuencias,A,2018,2,C,E,A,A,E,No Answer,C,C,B,E,E,False,False,False,False,False
ingles,(A) A (B) B (C) C (D) D (E) E,Lógica y Razonamiento Visual,C,2018,2,A,E,C,A,A,D,E,B,A,A,A,False,False,False,False,False
ingles,(A) 150 cm (B) 168 cm (C) 196 cm (D) 200 cm (E) 232 cm,Geometría y Figuras,D,2018,2,C,B,No Answer,No Answer,No Answer,No Answer,E,No Answer,B,A,B,False,False,False,False,False
ingles,(A) ADAM (B) BAUM (C) BOOT (D) LOGO (E) TOTO,Patrones y Secuencias,E,2018,3,E,E,A,A,E,A,E,E,E,E,E,False,False,False,False,True
ingles,(A) 8 (B) 9 (C) 10 (D) 12 (E) 15,Álgebra y Aritmética Visual,D,2018,3,D,D,C,C,D,D,D,D,D,D,A,False,False,False,True,False
ingles,(A) Picture A (B) Picture B (C) Picture C (D) Picture D (E) Picture E,Patrones y Secuencias,C,2018,3,D,A,A,A,A,E,B,D,C,E,E,False,False,False,False,False
ingles,(A) 5 (B) 6 (C) 9 (D) 12 (E) 14,Álgebra y Aritmética Visual,B,2018,3,No Answer,No Answer,A,C,A,No Answer,D,No Answer,A,C,C,False,False,False,False,False
ingles,(A) 17 (B) 16 (C) 15 (D) 14 (E) 13,Álgebra y Aritmética Visual,A,2018,3,A,A,A,C,D,D,A,A,D,B,B,False,True,True,True,False
ingles,(A) 30° (B) 35° (C) 36° (D) 40° (E) 44°,Álgebra y Aritmética Visual,C,2018,3,No Answer,C,No Answer,B,C,C,D,C,C,C,C,False,False,True,False,False
ingles,(A) 3 (B) 4 (C) 5 (D) 6 (E) 7,Patrones y Secuencias,C,2018,4,D,B,E,E,D,D,C,C,C,C,C,False,False,True,False,False
ingles,(A) 2π (B) 8 (C) 6 + π (D) 3π − 2 (E) 3π,Geometría y Figuras,B,2018,4,No Answer,B,No Answer,D,E,A,B,D,D,E,E,False,False,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Geometría y Figuras,C,2018,4,C,C,A,C,E,D,D,A,D,E,E,True,False,True,True,True
ingles,(A) 1262 (B) 2016 (C) 2018 (D) 3025 (E) 3027,Geometría y Figuras,D,2018,4,E,E,A,B,D,D,B,E,E,E,E,False,False,False,False,False
ingles,(A) 8 (B) 9 (C) 10 (D) 11 (E) 12,Geometría y Figuras,C,2018,5,B,A,A,A,A,C,A,B,B,A,A,False,False,False,False,False
ingles,(A) First position (B) Second position (C) Third position (D) Fourth position (E) Fifth position,Geometría y Figuras,C,2017,6,B,No Answer,No Answer,C,C,B,B,C,E,A,A,True,True,True,True,False
ingles,(A) First position (B) Second position (C) Third position (D) Fourth position (E) Fifth position,Geometría y Figuras,D,2017,6,B,A,B,A,B,B,B,B,A,C,C,False,False,True,False,False
ingles,(A) First house (B) Second house (C) Third house (D) Fourth house (E) Fifth house,Geometría y Figuras,E,2017,1,C,C,No Answer,D,A,E,E,C,C,B,B,False,True,False,False,True
ingles,(A) 3 (B) 4 (C) 5 (D) 6 (E) 7,Geometría y Figuras,B,2017,1,B,B,C,A,B,B,B,B,B,D,D,,,,,
ingles,(A) First shape (B) Second shape (C) Third shape (D) Fourth shape (E) Fifth shape,Patrones y Secuencias,A,2017,1,C,E,E,E,E,C,E,E,C,B,B,,,,,
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Combinatoria y Probabilidad,B,2017,1,A,C,B,A,A,A,B,C,E,A,A,False,False,False,False,False
ingles,(A) 4 (B) 5 (C) 7 (D) 8 (E) 11,Combinatoria y Probabilidad,B,2017,1,B,E,D,E,E,C,B,C,B,D,D,False,False,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Geometría y Figuras,B,2017,2,B,C,No Answer,No Answer,C,C,C,B,A,C,C,False,False,True,False,False
ingles,(A) 3 (B) 4 (C) 5 (D) 6 (E) 8,Álgebra y Aritmética Visual,D,2017,2,C,C,A,A,C,No Answer,D,D,A,A,A,False,False,True,False,False
ingles,(A) 2 (B) 10 (C) 12 (D) 13 (E) 16,Geometría y Figuras,D,2017,2,E,A,B,A,D,No Answer,C,E,E,B,B,False,False,False,False,False
ingles,"(A) three triangles, one square (B) one triangle, three squares (C) one triangle, one square (D) three triangles, three squares (E) three triangles, two squares",Geometría y Figuras,C,2017,2,C,C,A,B,D,No Answer,C,C,D,E,E,,,,,
ingles,(A) 382 (B) 282 (C) 284 (D) 823 (E) 824,Patrones y Secuencias,C,2017,2,No Answer,No Answer,B,D,B,D,A,E,B,A,A,False,False,False,False,False
ingles,(A) First curve (B) Second curve (C) Third curve (D) Fourth curve (E) Fifth curve,Geometría y Figuras,E,2017,4,No Answer,D,A,B,C,E,C,D,D,A,C,True,False,True,True,True
ingles,(A) First position (B) Second position (C) Third position (D) Fourth position (E) Fifth position,Patrones y Secuencias,E,2017,4,A,B,No Answer,E,C,C,D,C,B,B,B,True,True,True,True,False
ingles,(A) 75% (B) 80% (C) 90% (D) 95% (E) 100%,Patrones y Secuencias,B,2017,4,C,No Answer,E,D,E,A,E,E,B,E,E,False,False,False,False,False
ingles,(A) 15 (B) 16 (C) 17 (D) 18 (E) 19,Patrones y Secuencias,B,2017,5,E,E,C,E,E,No Answer,E,E,E,E,A,False,False,True,True,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Geometría y Figuras,C,2017,5,C,B,D,D,D,C,C,B,C,E,E,False,False,False,False,False
ingles,(A) First piece (B) Second piece (C) Third piece (D) Fourth piece (E) Fifth piece,Patrones y Secuencias,C,2017,5,A,No Answer,A,B,A,B,A,E,A,A,A,False,False,False,False,False
ingles,(A) 2/5 (B) 1/3 (C) 2/7 (D) 3/8 (E) 4/11,Geometría y Figuras,B,2017,5,D,D,No Answer,C,C,B,D,D,B,A,B,False,False,False,False,False
ingles,(A) First cuboid (B) Second cuboid (C) Third cuboid (D) Fourth cuboid (E) Fifth cuboid,Lógica y Razonamiento Visual,A,2017,5,B,No Answer,No Answer,B,A,A,A,A,A,A,A,True,True,False,True,False
ingles,(A) 5 (B) 6 (C) 7 (D) 8 (E) 9,Geometría y Figuras,D,2017,5,D,D,C,D,D,D,D,D,D,D,D,False,False,False,False,True
ingles,(A) none (B) 40 of each colour (C) 40 black and 41 white ones (D) 41 of each colour (E) 40 white and 41 black ones,Geometría y Figuras,E,2017,5,E,C,A,C,D,E,E,C,E,E,A,False,False,False,False,False
ingles,(A) 4/5 (B) 3/4 (C) 2/3 (D) 1/2 (E) 1/3,Geometría y Figuras,D,2017,5,D,C,A,D,A,D,D,D,D,D,C,False,False,False,False,False
ingles,(A) 50 (B) 54 (C) 55 (D) 56 (E) 57,Geometría y Figuras,D,2017,5,C,D,A,C,C,C,D,B,D,A,C,False,False,False,False,False
ingles,(A) Amy (B) Bert (C) Carl (D) Doris (E) Ernst,Álgebra y Aritmética Visual,E,2016,1,E,D,No Answer,B,A,D,D,E,E,E,E,False,False,False,False,False
ingles,(A) 2 (B) 4 (C) 5 (D) 6 (E) 7,Álgebra y Aritmética Visual,B,2016,1,B,B,A,D,E,D,C,D,D,A,E,False,False,False,False,False
ingles,(A) First piece (B) Second piece (C) Third piece (D) Fourth piece (E) Fifth piece,Lógica y Razonamiento Visual,B,2016,1,E,B,A,D,E,A,A,B,C,E,E,False,False,False,False,False
ingles,(A) 0 (B) 1 (C) 2 (D) 3 (E) 4,Patrones y Secuencias,D,2016,1,C,A,No Answer,D,D,C,C,E,B,A,A,True,True,True,True,True
ingles,(A) 1 (B) 2 (C) 4 (D) 5 (E) 6,Patrones y Secuencias,D,2016,1,D,D,D,D,E,No Answer,C,C,C,E,D,False,False,False,False,False
ingles,(A) 2 blocks (B) 4 blocks (C) 6 blocks (D) 8 blocks (E) 10 blocks,Patrones y Secuencias,E,2016,1,E,E,No Answer,E,C,A,E,E,D,A,A,False,False,False,False,False
ingles,(A) Azra (B) Bernhard (C) Christa (D) David (E) Elsa,Combinatoria y Probabilidad,B,2016,1,C,No Answer,D,C,D,E,C,E,B,A,A,False,False,False,False,False
ingles,(A) 10 cm² (B) 20 cm² (C) 25 cm² (D) 40 cm² (E) 50 cm²,Geometría y Figuras,E,2016,2,E,E,C,E,C,E,E,E,E,E,E,False,False,True,False,False
ingles,(A) A (B) B (C) C (D) D (E) E,Geometría y Figuras,B,2016,2,C,C,No Answer,C,E,E,C,D,C,E,E,False,False,False,False,False
ingles,(A) A (B) B (C) C (D) D (E) E,Álgebra y Aritmética Visual,C,2016,2,A,A,B,C,B,A,B,A,C,B,B,False,False,False,False,False
ingles,(A) 5 (B) 9 (C) 12 (D) 15 (E) 19,Geometría y Figuras,B,2016,2,No Answer,No Answer,C,E,D,B,B,A,B,A,A,False,False,False,False,False
ingles,(A) 11 (B) 13 (C) 15 (D) 16 (E) 17,Patrones y Secuencias,E,2016,3,D,B,C,C,D,No Answer,E,C,B,B,B,False,False,False,False,False
ingles,(A) First region (B) Second region (C) Third region (D) Fourth region (E) Fifth region,Geometría y Figuras,A,2016,3,E,B,No Answer,C,B,E,A,E,E,A,A,True,True,True,True,True
ingles,(A) 2 (B) 3 (C) 4 (D) 5 (E) 6,Combinatoria y Probabilidad,D,2016,4,D,D,A,D,C,B,D,D,E,D,D,,,,,
ingles,(A) 315° (B) 330° (C) 345° (D) 360° (E) 375°,Geometría y Figuras,B,2016,4,D,D,A,E,D,No Answer,D,D,D,D,D,False,False,False,True,False
ingles,(A) 11 (B) 12 (C) 13 (D) 14 (E) 15,Patrones y Secuencias,B,2016,4,No Answer,C,No Answer,C,C,D,B,B,C,E,E,False,False,False,False,False
ingles,(A) a (B) b (C) c (D) d (E) It is not uniquely defined.,Patrones y Secuencias,D,2016,5,D,D,No Answer,B,B,B,D,D,D,,,,,,,
ingles,(A) only 0 (B) only 1 (C) only 2 (D) only 0 and 1 (E) either 0 or 1 or 2,Lógica y Razonamiento Visual,A,2016,5,C,No Answer,D,A,E,A,B,E,A,D,D,False,False,False,True,False
ingles,(A) 6 (B) 15 (C) 19 (D) 22 (E) 27,Combinatoria y Probabilidad,D,2016,5,A,A,E,E,B,A,E,B,No Answer,C,C,False,False,False,False,False
ingles,(A) less than 10 (B) 10 (C) 12 (D) more than 12 (E) This colouring cannot be obtained.,Patrones y Secuencias,A,2016,5,C,A,C,A,C,C,B,C,B,B,B,True,False,False,False,False
ingles,(A) A (B) B (C) C (D) D (E) E,Lógica y Razonamiento Visual,B,2015,6,B,B,No Answer,C,B,B,A,B,B,A,A,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Lógica y Razonamiento Visual,E,2015,6,A,E,No Answer,A,E,No Answer,A,A,B,A,A,True,True,True,True,True
ingles,(A) 6 (B) 5 (C) 4 (D) 3 (E) 2,Patrones y Secuencias,E,2015,6,E,E,A,C,E,No Answer,E,E,A,C,C,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Geometría y Figuras,B,2015,6,B,E,No Answer,E,E,C,D,C,D,A,A,False,False,False,False,False
ingles,(A) 10 (B) 11 (C) 12 (D) 18 (E) 30,Combinatoria y Probabilidad,C,2015,6,D,C,B,A,C,D,D,C,D,D,D,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Patrones y Secuencias,A,2015,6,D,D,No Answer,A,C,B,C,C,D,A,A,True,True,True,True,True
ingles,(A) 1 (B) 2 (C) 4 (D) 5 (E) 6,Geometría y Figuras,E,2015,1,E,E,A,E,A,A,E,A,A,C,E,False,False,True,True,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 9,Lógica y Razonamiento Visual,E,2015,1,E,No Answer,B,A,E,C,C,E,C,A,E,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Lógica y Razonamiento Visual,A,2015,1,A,A,D,A,D,E,C,C,C,E,E,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Lógica y Razonamiento Visual,B,2015,1,D,E,No Answer,A,E,E,E,E,E,A,A,True,True,False,True,True
ingles,(A) 0 (B) 1 (C) 2 (D) 3 (E) 4,Geometría y Figuras,D,2015,1,D,C,A,E,C,C,C,C,C,E,D,False,False,False,True,True
ingles,(A) 2 (B) 3 (C) 4 (D) 5 (E) 8,Combinatoria y Probabilidad,E,2015,1,E,E,A,No Answer,E,E,E,E,E,E,E,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Geometría y Figuras,B,2015,2,B,B,No Answer,B,D,B,D,A,B,A,A,False,False,False,False,False
ingles,(A) 2 (B) 3 (C) 4 (D) 5 (E) 6,Álgebra y Aritmética Visual,A,2015,2,B,A,E,B,B,A,C,C,D,C,C,False,False,True,True,False
ingles,(A) 4 cm (B) 6 cm (C) 8 cm (D) 10 cm (E) 12 cm,Álgebra y Aritmética Visual,A,2015,2,A,A,B,No Answer,A,A,A,A,A,D,A,False,False,False,True,False
ingles,(A) 9 (B) 10 (C) 11 (D) 12 (E) 13,Patrones y Secuencias,D,2015,2,No Answer,D,A,A,E,D,D,D,E,D,D,False,False,False,True,False
ingles,(A) only blue (B) only green (C) only red (D) Each of the three colours is possible. (E) The colouring described is not possible,Patrones y Secuencias,C,2015,2,B,B,No Answer,D,D,B,B,B,D,E,E,False,False,False,False,False
ingles,(A) 2 (B) 4 (C) 8 (D) 16 (E) 32,Geometría y Figuras,C,2015,3,C,A,A,A,E,D,C,B,D,E,E,False,False,False,False,False
ingles,(A) a (B) b (C) c (D) d (E) e,Combinatoria y Probabilidad,D,2015,3,E,D,A,B,No Answer,D,D,C,B,E,E,False,False,False,False,False
ingles,(A) 1 (B) −2 (C) 6 (D) −4 (E) 0,Lógica y Razonamiento Visual,C,2015,3,B,B,E,B,D,C,C,No Answer,B,E,E,False,False,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Patrones y Secuencias,D,2015,3,B,No Answer,A,D,B,E,D,B,E,D,D,False,False,False,True,False
ingles,(A) a and b (B) b and d (C) b and c (D) a and d (E) a and c,Combinatoria y Probabilidad,D,2015,4,A,D,B,C,D,No Answer,B,B,E,E,E,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Lógica y Razonamiento Visual,E,2015,5,E,D,No Answer,C,E,No Answer,D,E,D,E,E,False,False,True,True,True
ingles,(A) X + Y < Z (B) √X + √Y = √Z (C) X + Y = Z (D) X² + Y² = Z² (E) X² + Y² = Z,Geometría y Figuras,C,2015,5,A,C,E,D,A,D,C,C,C,D,D,False,False,False,True,False
ingles,(A) 6 (B) 7 (C) 8 (D) 10 (E) 12,Geometría y Figuras,D,2014,6,D,No Answer,No Answer,B,E,A,C,C,C,A,A,False,False,False,False,False
ingles,(A) 1 (B) 2 (C) 3 (D) 4 (E) 5,Geometría y Figuras,C,2014,6,B,C,A,C,C,C,C,D,C,A,A,False,False,False,False,False
ingles,(A) 2 (B) 4 (C) 6 (D) 7 (E) 8,Patrones y Secuencias,D,2014,6,D,C,A,C,D,E,D,D,D,,,,,,,
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Geometría y Figuras,D,2014,6,B,A,A,A,E,No Answer,E,D,A,A,A,False,False,False,False,False
ingles,(A) 68 (B) 77 (C) 86 (D) 95 (E) 97,Álgebra y Aritmética Visual,D,2014,6,D,D,D,D,E,C,D,D,C,D,D,False,False,True,True,True
ingles,(A) red (B) blue (C) green (D) Yellow (E) This cannot be worked out for certain.,Álgebra y Aritmética Visual,A,2014,6,A,B,E,A,D,D,E,E,D,E,E,False,False,False,False,True
ingles,A) B) C) D) E),Geometría y Figuras,D,2014,1,D,A,No Answer,B,C,B,C,C,A,A,A,True,True,True,True,True
ingles,A) B) C) D) E),Geometría y Figuras,B,2014,1,A,No Answer,No Answer,C,D,E,C,C,D,D,D,False,False,False,False,False
ingles,A) 18 B) 19 C) 20 D) 21 E) 22,Álgebra y Aritmética Visual,D,2014,1,C,E,C,E,A,B,A,C,C,D,D,False,False,False,False,False
ingles,(A) 4 (B) 5 (C) 6 (D) 7 (E) 8,Álgebra y Aritmética Visual,C,2014,2,C,A,D,C,C,C,A,A,B,D,D,False,False,False,False,False
ingles,(A) [Opción A] (B) [Opción B] (C) [Opción C] (D) [Opción D] (E) [Opción E],Geometría y Figuras,D,2014,2,No Answer,A,A,A,C,D,C,C,E,E,E,False,False,False,False,False
ingles,(A) 1 (B) 4 (C) 5 (D) 6 (E) 7,Geometría y Figuras,E,2014,2,B,D,No Answer,D,B,D,A,B,E,A,A,False,False,False,False,False
ingles,(A) 14 (B) 15 (C) 17 (D) 28 (E) 29,Geometría y Figuras,E,2014,2,No Answer,No Answer,B,B,D,D,C,No Answer,A,A,A,False,False,False,False,False
ingles,(A) 3 (B) 4 (C) 9/2 (D) 5 (E) 6,Geometría y Figuras,E,2014,3,E,E,A,C,E,E,D,E,E,E,E,False,False,False,False,False
ingles,(A) 12 cm² (B) 16 cm² (C) 18 cm² (D) 24 cm² (E) 32 cm²,Geometría y Figuras,E,2014,3,E,D,D,C,E,No Answer,E,C,C,A,E,False,False,False,False,False
ingles,(A) 16 (B) 14 (C) 8 (D) 6 (E) 4,Patrones y Secuencias,A,2014,3,D,C,No Answer,C,B,E,C,C,A,A,A,False,False,False,False,False
ingles,(A) a < b < c (B) a < c < b (C) b < a < c (D) b < c < a (E) c < b < a,Álgebra y Aritmética Visual,E,2014,4,E,E,No Answer,A,A,A,C,A,E,E,A,False,False,False,False,False
ingles,(A) 60 × 40 (B) 120 × 50 (C) 120 × 90 (D) 160 × 60 (E) 160 × 100,Patrones y Secuencias,C,2014,4,A,E,B,A,A,E,B,D,A,A,A,False,False,False,False,False
